Author,Title,Year,DOI,Link,Type,Venue,
Jin Q.; Yang P.; Wang T.; Wu X.; Wang K.,SysML modeling tools for improved storage efficiency,2023,10.1117/12.3012225,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181847935&doi=10.1117%2f12.3012225&partnerID=40&md5=f31702c0886cef2a63b1aed21b38df6e,Conference paper,Proceedings of SPIE - The International Society for Optical Engineering,
Li S.; Li N.; Hou Y.,A new method for the transformation of SysML activity diagrams to state machine diagrams based on the element mapping,2023,10.1117/12.3011579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180124856&doi=10.1117%2f12.3011579&partnerID=40&md5=81cde327c00799c650fbba14c377bea1,Conference paper,Proceedings of SPIE - The International Society for Optical Engineering,
Zhu D.; Yao H.; Zhang M.,Multimodal malicious web page detection technology based on content and image fusion,2023,10.1117/12.2681701,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173699356&doi=10.1117%2f12.2681701&partnerID=40&md5=d127507588e28455885149d19e6a4844,Conference paper,Proceedings of SPIE - The International Society for Optical Engineering,
Nirmala M.; Akilan K.; Ishvarya D.; Ramkumar S.,An Unmanned Automatic Coconut Tree Climber and Harvester Using IoT,2023,10.1109/ViTECoN58111.2023.10157666,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165535316&doi=10.1109%2fViTECoN58111.2023.10157666&partnerID=40&md5=ed5c3e6c5275529ef69cf160ea95ee99,Conference paper,"ViTECoN 2023 - 2nd IEEE International Conference on Vision Towards Emerging Trends in Communication and Networking Technologies, Proceedings",
Jain S.; Tsai H.; Chen C.-T.; Muralidhar R.; Boybat I.; Frank M.M.; Wozniak S.; Stanisavljevic M.; Adusumilli P.; Narayanan P.; Hosokawa K.; Ishii M.; Kumar A.; Narayanan V.; Burr G.W.,A Heterogeneous and Programmable Compute-In-Memory Accelerator Architecture for Analog-AI Using Dense 2-D Mesh,2023,10.1109/TVLSI.2022.3221390,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144024609&doi=10.1109%2fTVLSI.2022.3221390&partnerID=40&md5=9bcb980c811aea1d8488681321c7b145,Article,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,
Tu Y.; Li O.; Wang J.; Shen H.-W.; Powalko P.; Tomescu-Dubrow I.; Slomczynski K.M.; Blanas S.; Craig Jenkins J.,SDRQuerier: A Visual Querying Framework for Cross-National Survey Data Recycling,2023,10.1109/TVCG.2023.3261944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151544129&doi=10.1109%2fTVCG.2023.3261944&partnerID=40&md5=eddfc74224a0f22324b991685556b776,Article,IEEE Transactions on Visualization and Computer Graphics,
Aktukmak M.; Zhu H.; Chevrette M.G.; Nepper J.; Magesh S.; Handelsman J.; Hero A.,A Graphical Model for Fusing Diverse Microbiome Data,2023,10.1109/TSP.2023.3309464,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171528097&doi=10.1109%2fTSP.2023.3309464&partnerID=40&md5=bd3aa8a1af378ee551f41f9aa5af9fb9,Article,IEEE Transactions on Signal Processing,
Lopez J.A.H.; Cuadrado J.S.,Generating Structurally Realistic Models With Deep Autoregressive Networks,2023,10.1109/TSE.2022.3228630,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144811753&doi=10.1109%2fTSE.2022.3228630&partnerID=40&md5=980addccb18a7cf60a7c08180aa40f2f,Article,IEEE Transactions on Software Engineering,
"Liu, Wenxuan; Zhao, Junhua; Qiu, Jing; Dong, Zhao Yang",Interpretable Hybrid Experimental Learning for Trading Behavior Modeling in Electricity Market,2023,10.1109/TPWRS.2022.3173654,,J,IEEE TRANSACTIONS ON POWER SYSTEMS,
Guo X.; Zhao L.,A Systematic Survey on Deep Generative Models for Graph Generation,2023,10.1109/TPAMI.2022.3214832,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140786590&doi=10.1109%2fTPAMI.2022.3214832&partnerID=40&md5=1966765029419bfe6a99ac012a61e5f0,Article,IEEE Transactions on Pattern Analysis and Machine Intelligence,
Ciftci U.A.; Demir I.; Yin L.,FakeCatcher: Detection of Synthetic Portrait Videos using Biological Signals,2023,10.1109/TPAMI.2020.3009287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187980514&doi=10.1109%2fTPAMI.2020.3009287&partnerID=40&md5=522643b8b8437bfb125bcfe3e21b875a,Article,IEEE Transactions on Pattern Analysis and Machine Intelligence,
Zhao Y.; Yang Z.; Hong Y.; Yang Y.; Wang L.; Zhang Y.; Lin H.; Wang J.,Protein Function Prediction with Functional and Topological Knowledge of Gene Ontology,2023,10.1109/TNB.2023.3278033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160248186&doi=10.1109%2fTNB.2023.3278033&partnerID=40&md5=2413100930d10ceca0fdfdcd4490b834,Article,IEEE Transactions on Nanobioscience,
Cai X.; Liu S.; Han J.; Yang L.; Liu Z.; Liu T.,ChestXRayBERT: A Pretrained Language Model for Chest Radiology Report Summarization,2023,10.1109/TMM.2021.3132724,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121395984&doi=10.1109%2fTMM.2021.3132724&partnerID=40&md5=f72bdfdc329a5657045af891236fcaf7,Article,IEEE Transactions on Multimedia,
Wang C.J.; Rost N.S.; Golland P.,Spatial-Intensity Transforms for Medical Image-to-Image Translation,2023,10.1109/TMI.2023.3283948,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161603000&doi=10.1109%2fTMI.2023.3283948&partnerID=40&md5=b83b71af5851f41436d7d1f8b0280188,Article,IEEE Transactions on Medical Imaging,
Mahapatra S.; Maji P.,Truncated Normal Mixture Prior Based Deep Latent Model for Color Normalization of Histology Images,2023,10.1109/TMI.2023.3238425,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147308781&doi=10.1109%2fTMI.2023.3238425&partnerID=40&md5=23b92a644261c7ea706877635a8a42a6,Article,IEEE Transactions on Medical Imaging,
Sun H.; Zhu T.; Zhang Z.; Jin D.; Xiong P.; Zhou W.,Adversarial Attacks Against Deep Generative Models on Data: A Survey,2023,10.1109/TKDE.2021.3130903,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120554111&doi=10.1109%2fTKDE.2021.3130903&partnerID=40&md5=7f20adc89e58b3d3ff97b38744903a78,Article,IEEE Transactions on Knowledge and Data Engineering,
Zhang Y.; Calyam P.; Joshi T.; Nair S.; Xu D.,Domain-Specific Topic Model for Knowledge Discovery in Computational and Data-Intensive Scientific Communities,2023,10.1109/TKDE.2021.3093350,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113204282&doi=10.1109%2fTKDE.2021.3093350&partnerID=40&md5=6a7e4ecc96d665a0f68a98a0aa5aca12,Article,IEEE Transactions on Knowledge and Data Engineering,
"Tian, Yonglin; Li, Xuan; Zhang, Hui; Zhao, Chen; Li, Bai; Wang, Xiao; Wang, Xiao; Wang, Fei-Yue",VistaGPT: Generative Parallel Transformers for Vehicles With Intelligent Systems for Transport Automation,2023,10.1109/TIV.2023.3307012,,J,IEEE TRANSACTIONS ON INTELLIGENT VEHICLES,
Zerah Y.; Valero S.; Inglada J.,Physics-Driven Probabilistic Deep Learning for the Inversion of Physical Models With Application to Phenological Parameter Retrieval From Satellite Times Series,2023,10.1109/TGRS.2023.3284992,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162897751&doi=10.1109%2fTGRS.2023.3284992&partnerID=40&md5=3da85f6c99d2daeb0ed6e1bf877989a8,Article,IEEE Transactions on Geoscience and Remote Sensing,
Daud A.; Islam N.U.; Li X.; Razzak I.; Hayat M.K.,Identifying Rising Stars via Supervised Machine Learning,2023,10.1109/TCSS.2022.3178070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132734369&doi=10.1109%2fTCSS.2022.3178070&partnerID=40&md5=6a4e82ca6c7ffa934b93c4b104cd431c,Article,IEEE Transactions on Computational Social Systems,
Jiang Z.; Cai X.; Yang L.; Gao D.; Zhao W.; Han J.; Liu J.; Shen D.; Liu T.,Learning to Summarize Chinese Radiology Findings with a Pre-Trained Encoder,2023,10.1109/TBME.2023.3280987,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162732532&doi=10.1109%2fTBME.2023.3280987&partnerID=40&md5=fd93cfc4905ab56f5508eb31eac30a8c,Article,IEEE Transactions on Biomedical Engineering,
Richter J.; Welker S.; Lemercier J.-M.; Lay B.; Gerkmann T.,Speech Enhancement and Dereverberation With Diffusion-Based Generative Models,2023,10.1109/TASLP.2023.3285241,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162662332&doi=10.1109%2fTASLP.2023.3285241&partnerID=40&md5=ace1495fcb203049ccc54623407b4a20,Article,IEEE/ACM Transactions on Audio Speech and Language Processing,
Yao X.; Huang Z.; Ma J.; Chen J.; Yang J.,MDA: Masked Language Modeling Meets Data Augmentation for Multiple Choice Question Answering,2023,10.1109/SWC57546.2023.10449210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187398379&doi=10.1109%2fSWC57546.2023.10449210&partnerID=40&md5=50b4a857ea6c14b8d621175d5ba4c97f,Conference paper,"Proceedings - 2023 IEEE SmartWorld, Ubiquitous Intelligence and Computing, Autonomous and Trusted Vehicles, Scalable Computing and Communications, Digital Twin, Privacy Computing and Data Security, Metaverse, SmartWorld/UIC/ATC/ScalCom/DigitalTwin/PCDS/Metaverse 2023",
Qasse I.; Mishra S.; Jonsson B.P.; Khomh F.; Hamdaqa M.,"Chat2Code: A Chatbot for Model Specification and Code Generation, the Case of Smart Contracts",2023,10.1109/SSE60056.2023.00018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173559116&doi=10.1109%2fSSE60056.2023.00018&partnerID=40&md5=fec166d5762009fc932abc40f3f9ef3c,Conference paper,"Proceedings - 2023 IEEE International Conference on Software Services Engineering, SSE 2023",
Treichl T.,Simulation of the Human Arm Dynamics and Motor Control in Unstable Environments: A Comparison with Experimental Data,2023,10.1109/SMC53992.2023.10393921,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187260084&doi=10.1109%2fSMC53992.2023.10393921&partnerID=40&md5=058c870080f84c17b842056e49f05d53,Conference paper,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",
Shrestha S.L.,Harnessing Large Language Models for Simulink Toolchain Testing and Developing Diverse Open-Source Corpora of Simulink Models for Metric and Evolution Analysis,2023,10.1145/3597926.3605233,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167672612&doi=10.1145%2f3597926.3605233&partnerID=40&md5=673bc8f5b00e2249375c905ceafc8f73,Conference paper,ISSTA 2023 - Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,
Wang Y.-C.; Xue J.; Wei C.; Kuo C.-C.J.,An Overview on Generative AI at Scale With Edge-Cloud Computing,2023,10.1109/OJCOMS.2023.3320646,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174821496&doi=10.1109%2fOJCOMS.2023.3320646&partnerID=40&md5=d4fe6754da30f2dcb351a9bddbed6df0,Article,IEEE Open Journal of the Communications Society,
Mostafa A.I.; Shalaby M.A.W.; Kassem S.S.,Application of unified modelling language on firm's supply chain,2023,10.1109/NILES59815.2023.10296733,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178519262&doi=10.1109%2fNILES59815.2023.10296733&partnerID=40&md5=7fbdca40b0517273446bcf7b8c98ade5,Conference paper,"5th Novel Intelligent and Leading Emerging Sciences Conference, NILES 2023 - Proceedings",
Xu M.; Niyato D.; Zhang H.; Kang J.; Xiong Z.; Mao S.; Han Z.,Sparks of Generative Pretrained Transformers in Edge Intelligence for the Metaverse: Caching and Inference for Mobile Artificial Intelligence-Generated Content Services,2023,10.1109/MVT.2023.3323757,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181545045&doi=10.1109%2fMVT.2023.3323757&partnerID=40&md5=6c9fd7656f9f5bb3414e9271c43eb6b1,Article,IEEE Vehicular Technology Magazine,
Tikayat Ray A.; Cole B.F.; Pinon Fischer O.J.; Bhat A.P.; White R.T.; Mavris D.N.,Agile Methodology for the Standardization of Engineering Requirements Using Large Language Models,2023,10.3390/systems11070352,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172161216&doi=10.3390%2fsystems11070352&partnerID=40&md5=7a71030038c82ba86ed09218764fae75,Article,Systems,
Tolvanen J.-P.; Kelly S.,"Evaluating Tool Support for Co-Evolution of Modeling Languages, Tools and Models",2023,10.1109/MODELS-C59198.2023.00144,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182393803&doi=10.1109%2fMODELS-C59198.2023.00144&partnerID=40&md5=0b1363bf9c8e7afaa6277606629524fe,Conference paper,"Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023",
Rahimi A.; Tisi M.; Rahimi S.K.; Berardinelli L.,Towards Generating Structurally Realistic Models by Generative Adversarial Networks,2023,10.1109/MODELS-C59198.2023.00098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182394415&doi=10.1109%2fMODELS-C59198.2023.00098&partnerID=40&md5=8808e90e2aba42f6d70d4fece0102e23,Conference paper,"Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023",
De Vito G.; Palomba F.; Gravino C.; Di Martino S.; Ferrucci F.,ECHO: An Approach to Enhance Use Case Quality Exploiting Large Language Models,2023,10.1109/SEAA60479.2023.00017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175599126&doi=10.1109%2fSEAA60479.2023.00017&partnerID=40&md5=ec5815fc2a1978ac7e76706a92e6cd72,Conference paper,"Proceedings - 2023 49th Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2023",
Abukhalaf S.; Hamdaqa M.; Khomh F.,On Codex Prompt Engineering for OCL Generation: An Empirical Study,2023,10.1109/MSR59073.2023.00033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166357975&doi=10.1109%2fMSR59073.2023.00033&partnerID=40&md5=9f977b9fa652272e85132e7c54dbf7bb,Conference paper,"Proceedings - 2023 IEEE/ACM 20th International Conference on Mining Software Repositories, MSR 2023",
Metin H.; Bork D.,Introducing BIGUML: A Flexible Open-Source GLSP-Based Web Modeling Tool for UML,2023,10.1109/MODELS-C59198.2023.00016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182393183&doi=10.1109%2fMODELS-C59198.2023.00016&partnerID=40&md5=40ea5e9784b45861a58695ea28c4f8bc,Conference paper,"Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023",
Martinez-Lasaca F.; Diez P.; Guerra E.; De Lara J.,Engineering Low-Code Modelling Environments with Dandelion,2023,10.1109/MODELS-C59198.2023.00011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182399672&doi=10.1109%2fMODELS-C59198.2023.00011&partnerID=40&md5=d95be09677b9cc3a307049eb3f595b46,Conference paper,"Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023",
Kelly S.; Tolvanen J.-P.,"How MetaEdit+ Supports Co-Evolution of Modeling Languages, Tools and Models",2023,10.1109/MODELS-C59198.2023.00010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182393592&doi=10.1109%2fMODELS-C59198.2023.00010&partnerID=40&md5=a4e5344c0c4d382b1559e1f856f5d819,Conference paper,"Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023",
Chen B.; Yi F.; Varro D.,Prompting or Fine-tuning? A Comparative Study of Large Language Models for Taxonomy Construction,2023,10.1109/MODELS-C59198.2023.00097,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182391699&doi=10.1109%2fMODELS-C59198.2023.00097&partnerID=40&md5=3c08f3d6584d1873fb77108abaf6347f,Conference paper,"Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023",
C¨¢mara J.; Troya J.; Burgue?o L.; Vallecillo A.,On the assessment of generative AI in modeling tasks: an experience report with ChatGPT and UML,2023,10.1007/s10270-023-01105-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160072219&doi=10.1007%2fs10270-023-01105-5&partnerID=40&md5=d8583d705f4bf2c7e97fe11bfb1b00c8,Article,Software and Systems Modeling,
Martinez-Lasaca F.; Diez P.; Guerra E.; De Lara J.,Model Sensemaking Strategies: Exploiting Meta-Model Patterns to Understand Large Models,2023,10.1109/MODELS58315.2023.00023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168557147&doi=10.1109%2fMODELS58315.2023.00023&partnerID=40&md5=f1ed818728b4ca60fabb79565b1b518a,Conference paper,"Proceedings - ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems, MODELS 2023",
Clariso R.; Cabot J.,Model-Driven Prompt Engineering,2023,10.1109/MODELS58315.2023.00020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182339047&doi=10.1109%2fMODELS58315.2023.00020&partnerID=40&md5=d312907ae4ff6d7b6199849d1b6aa28b,Conference paper,"Proceedings - ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems, MODELS 2023",
Yang Z.; Guo P.; Gao H.; Chen X.,Depth-Assisted ResiDualGAN for Cross-Domain Aerial Images Semantic Segmentation,2023,10.1109/LGRS.2022.3233644,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147205031&doi=10.1109%2fLGRS.2022.3233644&partnerID=40&md5=20726e1705f45c4477ad568372b1b70e,Article,IEEE Geoscience and Remote Sensing Letters,
Qiu J.; Li L.; Sun J.; Peng J.; Shi P.; Zhang R.; Dong Y.; Lam K.; Lo F.P.-W.; Xiao B.; Yuan W.; Wang N.; Xu D.; Lo B.,"Large AI Models in Health Informatics: Applications, Challenges, and the Future",2023,10.1109/JBHI.2023.3316750,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172999993&doi=10.1109%2fJBHI.2023.3316750&partnerID=40&md5=a996fb762d562cfd6e8b33a543094881,Article,IEEE Journal of Biomedical and Health Informatics,
Chen L.; Qi Y.; Wu A.; Deng L.; Jiang T.,TeaBERT: An Efficient Knowledge Infused Cross-Lingual Language Model for Mapping Chinese Medical Entities to the Unified Medical Language System,2023,10.1109/JBHI.2023.3315143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171777022&doi=10.1109%2fJBHI.2023.3315143&partnerID=40&md5=c8b141cfeef925a647d59f527a905ff9,Article,IEEE Journal of Biomedical and Health Informatics,
Ning Z.; Wu J.; Ding Y.; Wang Y.; Peng Q.; Fu L.,BertNDA: A Model Based on Graph-Bert and Multi-Scale Information Fusion for ncRNA-Disease Association Prediction,2023,10.1109/JBHI.2023.3311808,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171589004&doi=10.1109%2fJBHI.2023.3311808&partnerID=40&md5=4127e9fa1280474e15260910d0df1c78,Article,IEEE Journal of Biomedical and Health Informatics,
Martinez-Garcia M.; Olmos P.M.,Handling Ill-Conditioned Omics Data with Deep Probabilistic Models,2023,10.1109/JBHI.2023.3279493,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161014266&doi=10.1109%2fJBHI.2023.3279493&partnerID=40&md5=a699054cdaa857833cff81eef4554385,Article,IEEE Journal of Biomedical and Health Informatics,
